ECOREGION_CODE,ECOREGION_NAME,ECOREGION_AREA,GLOBAL200_NUM,CONSERVATION_STATUS,ANALYSIS,REALM_CODE,MHT_CODE,CREATED_BY,DATE_CREATED,MODIFIED_BY,DATE_MODIFIED,INFO_LOCATION,ALTERNATE_NAME
NT0305,Hispaniolan pine forests,11600,62,1,Y,nt,3,,,,,,
NT0306,Miskito pine forests,18900,99,2,N,nt,3,,,,,,
NT0307,Sierra de la Laguna pine-oak forests,1100,61,2,Y,nt,3,,,,,,
NT0308,Sierra Madre de Oaxaca pine-oak forests,14300,63,1,Y,nt,3,,,,,,
NT0309,Sierra Madre del Sur pine-oak forests,61200,63,1,Y,nt,3,,,,,,
NT0310,Trans-Mexican Volcanic Belt pine-oak forests,91800,63,1,Y,nt,3,,,,,,
NT0401,Juan Fernßndez Islands temperate forests,100,76,1,Y,nt,4,,,,,,Juan Fernandez Islands temperate forests
NT0402,Magellanic subpolar forests,147200,99,3,Y,nt,4,,,,,,
NT0403,San FΘlix-San Ambrosio Islands temperate forests,100,99,1,N,nt,4,,,,,,San Felix-San Ambrosio Islands temperate forests
NT0404,Valdivian temperate forests,248100,76,1,Y,nt,4,,,,,,
NT0702,Beni savanna,126100,99,1,Y,nt,7,,,,,,
NT0703,Campos Rupestres montane savanna,26400,48,3,Y,nt,7,,,,,,
NT0704,Cerrado,1916900,93,2,Y,nt,7,,,,,,
NT0705,Clipperton Island shrub and grasslands,100,99,1,Y,nt,7,,,,,,
NT0707,Guianan savanna,104400,99,2,Y,nt,7,,,,,,
NT0708,Humid Chaco,334800,99,2,Y,nt,7,,,,,,
NT0709,Llanos,389000,92,2,Y,nt,7,,,,,,
NT0710,Uruguayan savanna,355700,99,1,Y,nt,7,,,,,,
NT0801,Espinal,108800,99,1,Y,nt,8,,,,,,
NT0802,Low Monte,409000,99,2,Y,nt,8,,,,,,
NT0803,Humid Pampas,240800,99,1,Y,nt,8,,,,,,
NT0805,Patagonian steppe,487200,95,1,Y,nt,8,,,,,,
NT0902,Cuban wetlands,5700,99,1,Y,nt,9,,,,,,
NT0903,Enriquillo wetlands,600,99,2,Y,nt,9,,,,,,
NT0904,Everglades,20100,100,2,Y,nt,9,,,,,http://www.worldwildlife.org/wildplaces/sfla/index.cfm,
NT0905,Guayaquil flooded grasslands,2900,99,1,Y,nt,9,,,,,,
NT0906,Orinoco wetlands,6000,99,3,Y,nt,9,,,,,,
NT0907,Pantanal,171100,101,1,Y,nt,9,,,,,,
NT0908,Paranß flooded savanna,38900,99,1,Y,nt,9,,,,,,Parana flooded savanna
NT0909,Southern Cone Mesopotamian savanna,77600,99,2,Y,nt,9,,,,,,
NT1001,Central Andean dry puna,307400,109,3,Y,nt,10,,,,,,
NT1002,Central Andean puna,161400,99,2,Y,nt,10,,,,,,
NT1003,Central Andean wet puna,117300,99,2,Y,nt,10,,,,,,
NT1004,Cordillera Central pßramo,12200,108,3,Y,nt,10,,,,,,Cordillera Central paramo
NT1005,Cordillera de Merida pßramo,2800,108,3,Y,nt,10,,,,,,Cordillera de Merida paramo
NT1006,Northern Andean pßramo,30000,108,3,Y,nt,10,,,,,,Northern Andean paramo
NT1007,Santa Marta pßramo,1200,108,3,Y,nt,10,,,,,,Santa Marta paramo
NT1008,Southern Andean steppe,178200,99,3,Y,nt,10,,,,,,
NT1010,High Monte,,99,,Y,nt,,,,,,,
NT1201,Chilean matorral,148500,122,1,Y,nt,12,,,,,,
NT1301,Araya and Paria xeric scrub,5300,99,1,Y,nt,13,,,,,,
NT1303,Atacama desert,105200,133,2,Y,nt,13,,,,,,
NT1304,Caatinga,734400,99,2,Y,nt,13,,,,,,
NT1305,Caribbean shrublands,100,99,1,Y,nt,13,,,,,,
NT1306,Cuban cactus scrub,3300,99,2,Y,nt,13,,,,,,
NT1307,Galßpagos Islands scrubland mosaic,8000,132,1,Y,nt,13,,,,,,Galapagos Islands scrubland mosaic
NT1308,Guajira-Barranquilla xeric scrub,31600,99,1,Y,nt,13,,,,,,
NT1309,La Costa xeric shrublands,68500,99,1,Y,nt,13,,,,,,
NT1311,Malpelo Island xeric scrub,100,99,3,Y,nt,13,,,,,,
NT1312,Motagua Valley thornscrub,2300,99,1,Y,nt,13,,,,,,
NT1313,Paraguana xeric scrub,16000,99,1,Y,nt,13,,,,,,
NT1314,San Lucan xeric scrub,3900,130,2,Y,nt,13,,,,,,
NT1315,Sechura desert,184900,133,2,Y,nt,13,,,,,,
NT1316,Tehuacßn Valley matorral,9900,131,1,Y,nt,13,,,,,,Tehuacan Valley matorral
NT1318,St. Peter and St. Paul rocks,100,99,3,N,nt,13,,,,,,
NT1401,Amazon-Orinoco-Southern Caribbean mangroves,4500,99,2,N,nt,14,,,,,,
NT1402,Bahamoan-Antillean mangroves,1600,141,3,N,nt,14,,,,,,
NT1403,Mesoamerican Gulf-Caribbean mangroves,6600,99,2,N,nt,14,,,,,,
NT1404,Northern Mesoamerican Pacific mangroves,2100,48,1,N,nt,14,,,,,,
NT1405,South American Pacific mangroves,2800,99,2,N,nt,14,,,,,,
NT1406,Southern Atlantic mangroves,200,99,2,N,nt,14,,,,,,
NT1407,Southern Mesoamerican Pacific mangroves,500,99,2,N,nt,14,,,,,,
OC0101,Carolines tropical moist forests,600,99,1,Y,oc,1,,,,,,
OC0102,Central Polynesian tropical moist forests,600,99,1,Y,oc,1,,,,,,
OC0103,Cook Islands tropical moist forests,200,49,1,Y,oc,1,,,,,,
OC0104,Eastern Micronesia tropical moist forests,500,99,1,Y,oc,1,,,,,,
OC0105,Fiji tropical moist forests,11600,49,1,Y,oc,1,,,,,,
OC0106,Hawaii tropical moist forests,6700,50,1,Y,oc,1,,,,,,
OC0107,Kermadec Islands subtropical moist forests,100,99,1,Y,oc,1,,,,,,
OC0108,Marquesas tropical moist forests,1100,49,1,Y,oc,1,,,,,,
OC0109,Ogasawara subtropical moist forests,100,99,1,Y,oc,1,,,,,,
OC0110,Palau tropical moist forests,500,99,2,Y,oc,1,,,,,,
OC0111,Rapa Nui subtropical broadleaf forests,200,99,1,Y,oc,1,,,,,,
OC0112,Samoan tropical moist forests,3100,49,1,Y,oc,1,,,,,,
OC0113,Society Islands tropical moist forests,1600,49,1,Y,oc,1,,,,,,
OC0114,Tongan tropical moist forests,900,49,1,Y,oc,1,,,,,,
OC0115,Tuamotu tropical moist forests,900,49,1,Y,oc,1,,,,,,
OC0116,Tubuai tropical moist forests,100,49,1,Y,oc,1,,,,,,
OC0117,Western Polynesian tropical moist forests,100,99,1,Y,oc,1,,,,,,
OC0201,Fiji tropical dry forests,6900,49,1,Y,oc,2,,,,,,
OC0202,Hawaii tropical dry forests,6600,60,1,Y,oc,2,,,,,,
OC0203,Marianas tropical dry forests,1000,99,1,Y,oc,2,,,,,,
OC0204,Yap tropical dry forests,100,99,1,Y,oc,2,,,,,,
OC0701,Hawaii tropical high shrublands,1900,60,2,Y,oc,7,,,,,,
OC0702,Hawaii tropical low shrublands,1500,60,1,Y,oc,7,,,,,,
OC0703,Northwestern Hawaii scrub,100,99,2,Y,oc,7,,,,,,
PA0101,Guizhou Plateau broadleaf and mixed forests,269500,99,1,Y,pa,1,,,,,,
PA0102,Yunnan Plateau subtropical evergreen forests,240300,22,1,Y,pa,1,,,,,,
PA0401,Appenine deciduous montane forests,16100,77,1,Y,pa,4,,,,,,
PA0402,Atlantic mixed forests,399100,99,1,Y,pa,4,,,,,,
PA0403,Azores temperate mixed forests,2600,99,1,Y,pa,4,,,,,,
PA0404,Balkan mixed forests,224400,99,1,Y,pa,4,,,,,,
PA0405,Baltic mixed forests,116600,99,1,Y,pa,4,,,,,,
PA0406,Cantabrian mixed forests,79700,99,2,Y,pa,4,,,,,,
PA0407,Caspian Hyrcanian mixed forests,55100,78,1,Y,pa,4,,,,,,
PA0408,Caucasus mixed forests,170300,78,1,Y,pa,4,,,,,,
PA0409,Celtic broadleaf forests,209100,99,1,Y,pa,4,,,,,,
PA0410,Central Anatolian deciduous forests,101400,123,2,Y,pa,4,,,,,,
PA0411,Central China loess plateau mixed forests,359600,99,1,Y,pa,4,,,,,,
PA0412,Central European mixed forests,731200,99,1,Y,pa,4,,,,,,
PA0413,Central Korean deciduous forests,104600,99,1,Y,pa,4,,,,,,
PA0414,Changbai Mountains mixed forests,93300,99,1,Y,pa,4,,,,,,
PA0415,Changjiang Plain evergreen forests,438000,99,1,Y,pa,4,,,,,,
PA0416,Crimean Submediterranean forest complex,30100,77,1,Y,pa,4,,,,,,
PA0417,Daba Mountains evergreen forests,168300,70,1,Y,pa,4,,,,,http://www.worldwildlife.org/wildplaces/fuy/index.cfm,
PA0418,Dinaric Mountains mixed forests,58200,77,2,Y,pa,4,,,,,,
PA0419,East European forest steppe,727200,99,1,Y,pa,4,,,,,,
PA0420,Eastern Anatolian deciduous forests,81600,123,2,Y,pa,4,,,,,,
PA0421,English Lowlands beech forests,45600,99,1,Y,pa,4,,,,,,
PA0422,Euxine-Colchic broadleaf forests,74400,78,1,Y,pa,4,,,,,,
PA0423,Hokkaido deciduous forests,25500,99,2,Y,pa,4,,,,,,
PA0424,Huang He Plain mixed forests,434200,99,1,Y,pa,4,,,,,,
PA0425,Madeira evergreen forests,800,123,1,Y,pa,4,,,,,,
PA0426,Manchurian mixed forests,504000,99,1,Y,pa,4,,,,,,
PA0427,Nihonkai evergreen forests,21600,99,1,Y,pa,4,,,,,,
PA0428,Nihonkai montane deciduous forests,82300,99,1,Y,pa,4,,,,,,
PA0429,North Atlantic moist mixed forests,38700,99,2,Y,pa,4,,,,,,
PA0430,Northeast China Plain deciduous forests,232500,99,1,Y,pa,4,,,,,,
PA0431,Pannonian mixed forests,306900,99,1,Y,pa,4,,,,,,
PA0432,Po Basin mixed forests,42400,99,1,Y,pa,4,,,,,,
PA0433,Pyrenees conifer and mixed forests,25900,77,2,Y,pa,4,,,,,,
PA0434,Qin Ling Mountains deciduous forests,123300,70,1,Y,pa,4,,,,,http://www.worldwildlife.org/wildplaces/fuy/index.cfm,
PA0435,Rodope montane mixed forests,31600,77,1,Y,pa,4,,,,,,
PA0436,Sarmatic mixed forests,846100,99,1,Y,pa,4,,,,,,
PA0437,Sichuan Basin evergreen broadleaf forests,98100,70,1,Y,pa,4,,,,,http://www.worldwildlife.org/wildplaces/fuy/index.cfm,
PA0438,South Sakhalin-Kurile mixed forests,12500,71,1,Y,pa,4,,,,,,
PA0439,Southern Korea evergreen forests,14700,99,1,Y,pa,4,,,,,,
PA0440,Taiheiyo evergreen forests,138300,99,1,Y,pa,4,,,,,,
PA0441,Taiheiyo montane deciduous forests,41900,99,1,Y,pa,4,,,,,,
PA0442,Tarim Basin deciduous forests and steppe,54500,99,1,Y,pa,4,,,,,,
PA0443,Ussuri broadleaf and mixed forests,197400,71,2,Y,pa,4,,,,,,
PA0444,Western Siberian hemiboreal forests,223400,99,1,Y,pa,4,,,,,,
PA0445,Western European broadleaf forests,492300,99,1,Y,pa,4,,,,,,
PA0446,Zagros Mountains forest steppe,397800,99,1,Y,pa,4,,,,,,
PA0501,Alps conifer and mixed forests,149500,77,2,Y,pa,5,,,,,,
PA0502,Altai montane forest and forest steppe,142400,79,2,Y,pa,5,,,,,,
PA0503,Caledon conifer forests,22000,99,1,Y,pa,5,,,,,,
PA0504,Carpathian montane forests,125000,77,2,Y,pa,5,,,,,,
PA0505,Da Hinggan-Dzhagdy Mountains conifer forests,248300,99,2,Y,pa,5,,,,,,
PA0506,East Afghan montane conifer forests,20100,99,2,Y,pa,5,,,,,,
PA0507,Elburz Range forest steppe,63300,78,1,Y,pa,5,,,,,,
PA0508,Helanshan montane conifer forests,24700,99,3,Y,pa,5,,,,,,
PA0509,Hengduan Mountains subalpine conifer forests,99400,80,1,Y,pa,5,,,,,http://www.worldwildlife.org/wildplaces/fuy/index.cfm,
PA0510,Hokkaido montane conifer forests,45800,99,2,Y,pa,5,,,,,,
PA0511,Honshu alpine conifer forests,11500,99,2,Y,pa,5,,,,,,
PA0512,Khangai Mountains conifer forests,2900,99,1,Y,pa,5,,,,,,
PA0513,Mediterranean conifer and mixed forests,23400,77,1,Y,pa,5,,,,,http://www.worldwildlife.org/wildplaces/him/index.cfm,
PA0514,Northeastern Himalayan subalpine conifer forests,46300,67,2,Y,pa,5,,,,,,
PA0515,Northern Anatolian conifer and deciduous forests,101300,78,1,Y,pa,5,,,,,,
PA0516,Nujiang Langcang Gorge alpine conifer and mixed forests,82800,80,1,Y,pa,5,,,,,http://www.worldwildlife.org/wildplaces/fuy/index.cfm,
PA0517,Qilian Mountains conifer forests,16700,99,2,Y,pa,5,,,,,,
PA0518,Qionglai-Minshan conifer forests,80200,80,1,Y,pa,5,,,,,http://www.worldwildlife.org/wildplaces/fuy/index.cfm,
PA0519,Sayan montane conifer forests,357400,79,2,Y,pa,5,,,,,,
PA0520,Scandinavian coastal conifer forests,19300,99,1,Y,pa,5,,,,,,
PA0521,Tian Shan montane conifer forests,27500,111,2,Y,pa,5,,,,,,
PA0601,East Siberian taiga,3899700,84,3,Y,pa,6,,,,,,
PA0602,Iceland boreal birch forests and alpine tundra,91500,99,3,Y,pa,6,,,,,,
PA0603,Kamchatka-Kurile meadows and sparse forests,146400,85,3,Y,pa,6,,,,,,
PA0604,Kamchatka-Kurile taiga,15200,85,3,Y,pa,6,,,,,,
PA0605,Northeast Siberian taiga,1125700,99,3,Y,pa,6,,,,,,
PA0606,Okhotsk-Manchurian taiga,401900,99,2,Y,pa,6,,,,,,
PA0607,Sakhalin Island taiga,68700,99,2,Y,pa,6,,,,,,
PA0608,Scandinavian and Russian taiga,2156900,99,1,Y,pa,6,,,,,,
PA0609,Trans-Baikal conifer forests,200500,99,2,Y,pa,6,,,,,,
PA0610,Ural montane forests and tundra,174600,83,2,Y,pa,6,,,,,,
PA0611,West Siberian taiga,1670400,99,3,Y,pa,6,,,,,,
PA0801,Alai-Western Tian Shan steppe,127500,111,1,Y,pa,8,,,,,,
PA0802,Altai steppe and semi-desert,82900,99,2,Y,pa,8,,,,,,
PA0803,Central Anatolian steppe,24900,123,2,Y,pa,8,,,,,,
PA0804,Daurian forest steppe,208900,96,2,Y,pa,8,,,,,,
PA0805,Eastern Anatolian montane steppe,168200,99,1,Y,pa,8,,,,,,
PA0806,Emin Valley steppe,65000,99,2,Y,pa,8,,,,,,
PA0807,Faroe Islands boreal grasslands,1400,99,2,Y,pa,8,,,,,,
PA0808,Gissaro-Alai open woodlands,168000,111,1,Y,pa,8,,,,,,
PA0809,Kazakh forest steppe,420500,99,1,Y,pa,8,,,,,,
PA0810,Kazakh steppe,804500,99,1,Y,pa,8,,,,,,
PA0811,Kazakh upland,71900,99,1,Y,pa,8,,,,,,
PA0812,Middle East steppe,132300,99,2,Y,pa,8,,,,,,
PA0813,Mongolian-Manchurian grassland,887300,96,1,Y,pa,8,,,,,,
PA0814,Pontic steppe,994000,99,1,Y,pa,8,,,,,,
PA0815,Sayan Intermontane steppe,33900,79,2,Y,pa,8,,,,,,
PA0816,Selenge-Orkhon forest steppe,227600,99,2,Y,pa,8,,,,,,
PA0817,South Siberian forest steppe,161900,99,1,Y,pa,8,,,,,,
PA0818,Tian Shan foothill arid steppe,129000,111,1,Y,pa,8,,,,,,
PA0901,Amur meadow steppe,123200,99,2,Y,pa,9,,,,,,
PA0902,Bohai Sea saline meadow,11600,99,1,Y,pa,9,,,,,,
PA0903,Nenjiang River grassland,23200,99,1,Y,pa,9,,,,,,
PA0904,Nile Delta flooded savanna,50500,99,1,Y,pa,9,,,,,,
PA0905,Saharan halophytics,54000,99,3,Y,pa,9,,,,,,
PA0906,Tigris-Euphrates alluvial salt marsh,35600,99,1,Y,pa,9,,,,,,
PA0907,Suiphun-Khanka meadows and forest meadows,33800,99,1,Y,pa,9,,,,,,
PA0908,Yellow Sea saline meadow,5300,99,1,Y,pa,9,,,,,,
PA1001,Altai alpine meadow and tundra,90200,79,2,Y,pa,10,,,,,,
PA1002,Central Tibetan Plateau alpine steppe,629500,110,3,Y,pa,10,,,,,,
PA1003,Eastern Himalayan alpine shrub and meadows,121200,112,3,Y,pa,10,,,,,http://www.worldwildlife.org/wildplaces/him/index.cfm,
PA1004,Ghorat-Hazarajat alpine meadow,66500,99,2,Y,pa,10,,,,,,
PA1005,Hindu Kush alpine meadow,28300,111,2,Y,pa,10,,,,,,
PA1006,Karakoram-West Tibetan Plateau alpine steppe,143300,110,2,Y,pa,10,,,,,,
PA1007,Khangai Mountains alpine meadow,37100,99,2,Y,pa,10,,,,,,
PA1008,Kopet Dag woodlands and forest steppe,58300,78,1,Y,pa,10,,,,,,
PA1009,Kuh Rud and Eastern Iran montane woodlands,126300,99,1,Y,pa,10,,,,,,
PA1010,Mediterranean High Atlas juniper steppe,6300,123,2,Y,pa,10,,,,,,
PA1011,North Tibetan Plateau-Kunlun Mountains alpine desert,374400,99,3,Y,pa,10,,,,,,
PA1012,Northwestern Himalayan alpine shrub and meadows,49400,99,3,Y,pa,10,,,,,,
PA1013,Ordos Plateau steppe,215500,99,1,Y,pa,10,,,,,,
PA1014,Pamir alpine desert and tundra,118000,111,2,Y,pa,10,,,,,,
PA1015,Qilian Mountains subalpine meadows,73200,99,2,Y,pa,10,,,,,,
PA1016,Sayan Alpine meadows and tundra,80900,79,3,Y,pa,10,,,,,,
PA1017,Southeast Tibet shrub and meadows,460800,110,1,Y,pa,10,,,,,,
PA1018,Sulaiman Range alpine meadows,23900,99,3,Y,pa,10,,,,,,
PA1019,Tian Shan montane steppe and meadows,280100,111,2,Y,pa,10,,,,,,
PA1020,Tibetan Plateau alpine shrub and meadows,272100,110,2,Y,pa,10,,,,,,
PA1021,Western Himalayan alpine shrub and meadows,70200,99,3,Y,pa,10,,,,,,
PA1022,Yarlung Tsangpo arid steppe,59500,110,1,Y,pa,10,,,,,,
PA1101,Arctic desert,161400,99,3,Y,pa,11,,,,,,
PA1102,Bering tundra,474200,99,3,Y,pa,11,,,,,,
PA1103,Cherskii-Kolyma mountain tundra,556700,99,3,Y,pa,11,,,,,,
PA1104,Chukchi Peninsula tundra,298400,117,3,Y,pa,11,,,,,,
PA1105,Kamchatka Mountain tundra and forest tundra,119300,85,3,Y,pa,11,,,,,,
PA1106,Kola Peninsula tundra,58800,115,1,Y,pa,11,,,,,,
PA1107,Northeast Siberian coastal tundra,222600,116,3,Y,pa,11,,,,,,
PA1108,Northwest Russian-Novaya Zemlya tundra,284200,99,2,Y,pa,11,,,,,,
PA1109,Novosibirsk Islands arctic desert,36900,99,3,Y,pa,11,,,,,,
PA1110,Scandinavian Montane Birch forest and grasslands,243200,115,2,Y,pa,11,,,,,,
PA1111,Taimyr-Central Siberian tundra,954700,116,2,Y,pa,11,,,,,,
PA1112,Trans-Baikal Bald Mountain tundra,217600,99,3,Y,pa,11,,,,,,
PA1113,Wrangel Island arctic desert,7500,117,3,Y,pa,11,,,,,,
PA1114,Yamal-Gydan tundra,412100,99,2,Y,pa,11,,,,,,
PA1201,Aegean and Western Turkey sclerophyllous and mixed forests,133500,123,1,Y,pa,12,,,,,,
PA1202,Anatolian conifer and deciduous mixed forests,86300,123,1,Y,pa,12,,,,,,
PA1203,Canary Islands dry woodlands and forests,5000,123,1,Y,pa,12,,,,,,
PA1204,Corsican montane broadleaf and mixed forests,3600,123,1,Y,pa,12,,,,,,
PA1205,Crete Mediterranean forests,8200,123,1,Y,pa,12,,,,,,
PA1206,Cyprus Mediterranean forests,9300,123,1,Y,pa,12,,,,,,
PA1207,Eastern Mediterranean conifer-sclerophyllous-broadleaf forests,143800,123,1,Y,pa,12,,,,,,
PA1208,Iberian conifer forests,34400,123,1,Y,pa,12,,,,,,
PA1209,Iberian sclerophyllous and semi-deciduous forests,297700,123,1,Y,pa,12,,,,,,
PA1210,Illyrian deciduous forests,40600,123,1,Y,pa,12,,,,,,
PA1211,Italian sclerophyllous and semi-deciduous forests,102000,123,1,Y,pa,12,,,,,,
PA1212,Mediterranean acacia-argania dry woodlands and succulent thickets,100500,123,1,Y,pa,12,,,,,,
PA1213,Mediterranean dry woodlands and steppe,291700,123,2,Y,pa,12,,,,,,
PA1214,Mediterranean woodlands and forests,357900,123,1,Y,pa,12,,,,,,
PA1215,Northeastern Spain and Southern France Mediterranean forests,90700,123,1,Y,pa,12,,,,,,
PA1216,Northwest Iberian montane forests,57300,123,1,Y,pa,12,,,,,,
PA1217,Pindus Mountains mixed forests,39500,123,1,Y,pa,12,,,,,,
PA1218,South Appenine mixed montane forests,13100,123,2,Y,pa,12,,,,,,
PA1219,Southeastern Iberian shrubs and woodlands,2900,123,1,Y,pa,12,,,,,,
PA1220,Southern Anatolian montane conifer and deciduous forests,76500,123,1,Y,pa,12,,,,,,
PA1221,Southwest Iberian Mediterranean sclerophyllous and mixed forests,71100,123,1,Y,pa,12,,,,,,
PA1222,Tyrrhenian-Adriatic sclerophyllous and mixed forests,85000,123,1,Y,pa,12,,,,,,
PA1301,Afghan Mountains semi-desert,13700,99,1,Y,pa,13,,,,,,
PA1302,Alashan Plateau semi-desert,673400,99,2,Y,pa,13,,,,,,
PA1303,Arabian Desert and East Sahero-Arabian xeric shrublands,1851300,99,1,Y,pa,13,,,,,,
PA1304,Atlantic coastal desert,39900,99,3,Y,pa,13,,,,,,
PA1305,Azerbaijan shrub desert and steppe,64000,99,1,Y,pa,13,,,,,,
PA1306,Badghyz and Karabil semi-desert,133600,99,1,Y,pa,13,,,,,,
PA1307,Baluchistan xeric woodlands,288700,99,1,Y,pa,13,,,,,,
PA1308,Caspian lowland desert,267300,99,1,Y,pa,13,,,,,,
PA1309,Central Afghan Mountains xeric woodlands,139400,99,1,Y,pa,13,,,,,,
PA1310,Central Asian northern desert,662400,134,2,Y,pa,13,,,,,,
PA1311,Central Asian riparian woodlands,88600,134,1,Y,pa,13,,,,,,
PA1312,Central Asian southern desert,566700,134,1,Y,pa,13,,,,,,
PA1313,Central Persian desert basins,580900,99,2,Y,pa,13,,,,,,
PA1314,Eastern Gobi desert steppe,281800,99,2,Y,pa,13,,,,,,
PA1315,Gobi Lakes Valley desert steppe,139400,99,2,Y,pa,13,,,,,,
PA1316,Great Lakes Basin desert steppe,157200,79,2,Y,pa,13,,,,,,
PA1317,Junggar Basin semi-desert,304200,99,1,Y,pa,13,,,,,,
PA1318,Kazakh semi-desert,678400,99,1,Y,pa,13,,,,,,
PA1319,Kopet Dag semi-desert,26300,99,2,Y,pa,13,,,,,,
PA1320,Mesopotamian shrub desert,211000,99,2,Y,pa,13,,,,,,
PA1321,North Saharan steppe and woodlands,1675300,99,2,Y,pa,13,,,,,,
PA1322,Paropamisus xeric woodlands,92600,99,2,Y,pa,13,,,,,,
PA1323,Persian Gulf desert and semi-desert,72600,99,1,Y,pa,13,,,,,,
PA1324,Qaidam Basin semi-desert,192000,99,2,Y,pa,13,,,,,,
PA1325,Red Sea Nubo-Sindian tropical desert and semi-desert,651300,99,1,Y,pa,13,,,,,,
PA1326,Registan-North Pakistan sandy desert,277300,99,2,Y,pa,13,,,,,,
PA1327,Sahara desert,4639900,99,2,Y,pa,13,,,,,,
PA1328,South Iran Nubo-Sindian desert and semi-desert,351500,99,1,Y,pa,13,,,,,,
PA1329,South Saharan steppe and woodlands,1101700,99,2,Y,pa,13,,,,,,
PA1330,Taklimakan desert,741900,99,1,Y,pa,13,,,,,,
PA1331,Tibesti-Jebel Uweinat montane xeric woodlands,82200,99,3,Y,pa,13,,,,,,
PA1332,West Saharan montane xeric woodlands,258100,99,3,Y,pa,13,,,,,,
PA1333,Red Sea coastal desert,56300,99,2,Y,pa,13,,,,,,